Datation;Date_Format_1;Jour;Mois;Semaine;Annee;Semaine_Format_2;Trimestre
11/02/2028;20280211;Vendredi;Février;S06;2028;2028-Sem06;2028 - T1
12/02/2028;20280212;Samedi;Février;S06;2028;2028-Sem06;2028 - T1
13/02/2028;20280213;Dimanche;Février;S06;2028;2028-Sem06;2028 - T1
14/02/2028;20280214;Lundi;Février;S07;2028;2028-Sem07;2028 - T1
15/02/2028;20280215;Mardi;Février;S07;2028;2028-Sem07;2028 - T1
16/02/2028;20280216;Mercredi;Février;S07;2028;2028-Sem07;2028 - T1
17/02/2028;20280217;Jeudi;Février;S07;2028;2028-Sem07;2028 - T1
18/02/2028;20280218;Vendredi;Février;S07;2028;2028-Sem07;2028 - T1
19/02/2028;20280219;Samedi;Février;S07;2028;2028-Sem07;2028 - T1
20/02/2028;20280220;Dimanche;Février;S07;2028;2028-Sem07;2028 - T1
21/02/2028;20280221;Lundi;Février;S08;2028;2028-Sem08;2028 - T1
22/02/2028;20280222;Mardi;Février;S08;2028;2028-Sem08;2028 - T1
23/02/2028;20280223;Mercredi;Février;S08;2028;2028-Sem08;2028 - T1
24/02/2028;20280224;Jeudi;Février;S08;2028;2028-Sem08;2028 - T1
25/02/2028;20280225;Vendredi;Février;S08;2028;2028-Sem08;2028 - T1
26/02/2028;20280226;Samedi;Février;S08;2028;2028-Sem08;2028 - T1
27/02/2028;20280227;Dimanche;Février;S08;2028;2028-Sem08;2028 - T1
28/02/2028;20280228;Lundi;Février;S09;2028;2028-Sem09;2028 - T1
29/02/2028;20280229;Mardi;Février;S09;2028;2028-Sem09;2028 - T1
01/03/2028;20280301;Mercredi;Mars;S09;2028;2028-Sem09;2028 - T1
02/03/2028;20280302;Jeudi;Mars;S09;2028;2028-Sem09;2028 - T1
03/03/2028;20280303;Vendredi;Mars;S09;2028;2028-Sem09;2028 - T1
04/03/2028;20280304;Samedi;Mars;S09;2028;2028-Sem09;2028 - T1
05/03/2028;20280305;Dimanche;Mars;S09;2028;2028-Sem09;2028 - T1
06/03/2028;20280306;Lundi;Mars;S10;2028;2028-Sem10;2028 - T1
07/03/2028;20280307;Mardi;Mars;S10;2028;2028-Sem10;2028 - T1
08/03/2028;20280308;Mercredi;Mars;S10;2028;2028-Sem10;2028 - T1
09/03/2028;20280309;Jeudi;Mars;S10;2028;2028-Sem10;2028 - T1
10/03/2028;20280310;Vendredi;Mars;S10;2028;2028-Sem10;2028 - T1
11/03/2028;20280311;Samedi;Mars;S10;2028;2028-Sem10;2028 - T1
12/03/2028;20280312;Dimanche;Mars;S10;2028;2028-Sem10;2028 - T1
13/03/2028;20280313;Lundi;Mars;S11;2028;2028-Sem11;2028 - T1
14/03/2028;20280314;Mardi;Mars;S11;2028;2028-Sem11;2028 - T1
15/03/2028;20280315;Mercredi;Mars;S11;2028;2028-Sem11;2028 - T1
16/03/2028;20280316;Jeudi;Mars;S11;2028;2028-Sem11;2028 - T1
17/03/2028;20280317;Vendredi;Mars;S11;2028;2028-Sem11;2028 - T1
18/03/2028;20280318;Samedi;Mars;S11;2028;2028-Sem11;2028 - T1
19/03/2028;20280319;Dimanche;Mars;S11;2028;2028-Sem11;2028 - T1
20/03/2028;20280320;Lundi;Mars;S12;2028;2028-Sem12;2028 - T1
21/03/2028;20280321;Mardi;Mars;S12;2028;2028-Sem12;2028 - T1
22/03/2028;20280322;Mercredi;Mars;S12;2028;2028-Sem12;2028 - T1
23/03/2028;20280323;Jeudi;Mars;S12;2028;2028-Sem12;2028 - T1
24/03/2028;20280324;Vendredi;Mars;S12;2028;2028-Sem12;2028 - T1
25/03/2028;20280325;Samedi;Mars;S12;2028;2028-Sem12;2028 - T1
26/03/2028;20280326;Dimanche;Mars;S12;2028;2028-Sem12;2028 - T1
27/03/2028;20280327;Lundi;Mars;S13;2028;2028-Sem13;2028 - T1
28/03/2028;20280328;Mardi;Mars;S13;2028;2028-Sem13;2028 - T1
29/03/2028;20280329;Mercredi;Mars;S13;2028;2028-Sem13;2028 - T1
30/03/2028;20280330;Jeudi;Mars;S13;2028;2028-Sem13;2028 - T1
31/03/2028;20280331;Vendredi;Mars;S13;2028;2028-Sem13;2028 - T1
01/04/2028;20280401;Samedi;Avril;S13;2028;2028-Sem13;2028 - T2
02/04/2028;20280402;Dimanche;Avril;S13;2028;2028-Sem13;2028 - T2
03/04/2028;20280403;Lundi;Avril;S14;2028;2028-Sem14;2028 - T2
04/04/2028;20280404;Mardi;Avril;S14;2028;2028-Sem14;2028 - T2
05/04/2028;20280405;Mercredi;Avril;S14;2028;2028-Sem14;2028 - T2
06/04/2028;20280406;Jeudi;Avril;S14;2028;2028-Sem14;2028 - T2
07/04/2028;20280407;Vendredi;Avril;S14;2028;2028-Sem14;2028 - T2
08/04/2028;20280408;Samedi;Avril;S14;2028;2028-Sem14;2028 - T2
09/04/2028;20280409;Dimanche;Avril;S14;2028;2028-Sem14;2028 - T2
10/04/2028;20280410;Lundi;Avril;S15;2028;2028-Sem15;2028 - T2
11/04/2028;20280411;Mardi;Avril;S15;2028;2028-Sem15;2028 - T2
12/04/2028;20280412;Mercredi;Avril;S15;2028;2028-Sem15;2028 - T2
13/04/2028;20280413;Jeudi;Avril;S15;2028;2028-Sem15;2028 - T2
14/04/2028;20280414;Vendredi;Avril;S15;2028;2028-Sem15;2028 - T2
15/04/2028;20280415;Samedi;Avril;S15;2028;2028-Sem15;2028 - T2
16/04/2028;20280416;Dimanche;Avril;S15;2028;2028-Sem15;2028 - T2
17/04/2028;20280417;Lundi;Avril;S16;2028;2028-Sem16;2028 - T2
18/04/2028;20280418;Mardi;Avril;S16;2028;2028-Sem16;2028 - T2
19/04/2028;20280419;Mercredi;Avril;S16;2028;2028-Sem16;2028 - T2
20/04/2028;20280420;Jeudi;Avril;S16;2028;2028-Sem16;2028 - T2
21/04/2028;20280421;Vendredi;Avril;S16;2028;2028-Sem16;2028 - T2
22/04/2028;20280422;Samedi;Avril;S16;2028;2028-Sem16;2028 - T2
23/04/2028;20280423;Dimanche;Avril;S16;2028;2028-Sem16;2028 - T2
24/04/2028;20280424;Lundi;Avril;S17;2028;2028-Sem17;2028 - T2
25/04/2028;20280425;Mardi;Avril;S17;2028;2028-Sem17;2028 - T2
26/04/2028;20280426;Mercredi;Avril;S17;2028;2028-Sem17;2028 - T2
27/04/2028;20280427;Jeudi;Avril;S17;2028;2028-Sem17;2028 - T2
28/04/2028;20280428;Vendredi;Avril;S17;2028;2028-Sem17;2028 - T2
29/04/2028;20280429;Samedi;Avril;S17;2028;2028-Sem17;2028 - T2
30/04/2028;20280430;Dimanche;Avril;S17;2028;2028-Sem17;2028 - T2
01/05/2028;20280501;Lundi;Mai;S18;2028;2028-Sem18;2028 - T2
02/05/2028;20280502;Mardi;Mai;S18;2028;2028-Sem18;2028 - T2
03/05/2028;20280503;Mercredi;Mai;S18;2028;2028-Sem18;2028 - T2
04/05/2028;20280504;Jeudi;Mai;S18;2028;2028-Sem18;2028 - T2
05/05/2028;20280505;Vendredi;Mai;S18;2028;2028-Sem18;2028 - T2
06/05/2028;20280506;Samedi;Mai;S18;2028;2028-Sem18;2028 - T2
07/05/2028;20280507;Dimanche;Mai;S18;2028;2028-Sem18;2028 - T2
08/05/2028;20280508;Lundi;Mai;S19;2028;2028-Sem19;2028 - T2
09/05/2028;20280509;Mardi;Mai;S19;2028;2028-Sem19;2028 - T2
10/05/2028;20280510;Mercredi;Mai;S19;2028;2028-Sem19;2028 - T2
11/05/2028;20280511;Jeudi;Mai;S19;2028;2028-Sem19;2028 - T2
12/05/2028;20280512;Vendredi;Mai;S19;2028;2028-Sem19;2028 - T2
13/05/2028;20280513;Samedi;Mai;S19;2028;2028-Sem19;2028 - T2
14/05/2028;20280514;Dimanche;Mai;S19;2028;2028-Sem19;2028 - T2
15/05/2028;20280515;Lundi;Mai;S20;2028;2028-Sem20;2028 - T2
16/05/2028;20280516;Mardi;Mai;S20;2028;2028-Sem20;2028 - T2
17/05/2028;20280517;Mercredi;Mai;S20;2028;2028-Sem20;2028 - T2
18/05/2028;20280518;Jeudi;Mai;S20;2028;2028-Sem20;2028 - T2
19/05/2028;20280519;Vendredi;Mai;S20;2028;2028-Sem20;2028 - T2
20/05/2028;20280520;Samedi;Mai;S20;2028;2028-Sem20;2028 - T2
21/05/2028;20280521;Dimanche;Mai;S20;2028;2028-Sem20;2028 - T2
22/05/2028;20280522;Lundi;Mai;S21;2028;2028-Sem21;2028 - T2
23/05/2028;20280523;Mardi;Mai;S21;2028;2028-Sem21;2028 - T2
24/05/2028;20280524;Mercredi;Mai;S21;2028;2028-Sem21;2028 - T2
25/05/2028;20280525;Jeudi;Mai;S21;2028;2028-Sem21;2028 - T2
26/05/2028;20280526;Vendredi;Mai;S21;2028;2028-Sem21;2028 - T2
27/05/2028;20280527;Samedi;Mai;S21;2028;2028-Sem21;2028 - T2
28/05/2028;20280528;Dimanche;Mai;S21;2028;2028-Sem21;2028 - T2
29/05/2028;20280529;Lundi;Mai;S22;2028;2028-Sem22;2028 - T2
30/05/2028;20280530;Mardi;Mai;S22;2028;2028-Sem22;2028 - T2
31/05/2028;20280531;Mercredi;Mai;S22;2028;2028-Sem22;2028 - T2
01/06/2028;20280601;Jeudi;Juin;S22;2028;2028-Sem22;2028 - T2
02/06/2028;20280602;Vendredi;Juin;S22;2028;2028-Sem22;2028 - T2
03/06/2028;20280603;Samedi;Juin;S22;2028;2028-Sem22;2028 - T2
04/06/2028;20280604;Dimanche;Juin;S22;2028;2028-Sem22;2028 - T2
05/06/2028;20280605;Lundi;Juin;S23;2028;2028-Sem23;2028 - T2
06/06/2028;20280606;Mardi;Juin;S23;2028;2028-Sem23;2028 - T2
07/06/2028;20280607;Mercredi;Juin;S23;2028;2028-Sem23;2028 - T2
08/06/2028;20280608;Jeudi;Juin;S23;2028;2028-Sem23;2028 - T2
09/06/2028;20280609;Vendredi;Juin;S23;2028;2028-Sem23;2028 - T2
10/06/2028;20280610;Samedi;Juin;S23;2028;2028-Sem23;2028 - T2
11/06/2028;20280611;Dimanche;Juin;S23;2028;2028-Sem23;2028 - T2
12/06/2028;20280612;Lundi;Juin;S24;2028;2028-Sem24;2028 - T2
13/06/2028;20280613;Mardi;Juin;S24;2028;2028-Sem24;2028 - T2
14/06/2028;20280614;Mercredi;Juin;S24;2028;2028-Sem24;2028 - T2
15/06/2028;20280615;Jeudi;Juin;S24;2028;2028-Sem24;2028 - T2
16/06/2028;20280616;Vendredi;Juin;S24;2028;2028-Sem24;2028 - T2
17/06/2028;20280617;Samedi;Juin;S24;2028;2028-Sem24;2028 - T2
18/06/2028;20280618;Dimanche;Juin;S24;2028;2028-Sem24;2028 - T2
19/06/2028;20280619;Lundi;Juin;S25;2028;2028-Sem25;2028 - T2
20/06/2028;20280620;Mardi;Juin;S25;2028;2028-Sem25;2028 - T2
21/06/2028;20280621;Mercredi;Juin;S25;2028;2028-Sem25;2028 - T2
22/06/2028;20280622;Jeudi;Juin;S25;2028;2028-Sem25;2028 - T2
23/06/2028;20280623;Vendredi;Juin;S25;2028;2028-Sem25;2028 - T2
24/06/2028;20280624;Samedi;Juin;S25;2028;2028-Sem25;2028 - T2
25/06/2028;20280625;Dimanche;Juin;S25;2028;2028-Sem25;2028 - T2
26/06/2028;20280626;Lundi;Juin;S26;2028;2028-Sem26;2028 - T2
27/06/2028;20280627;Mardi;Juin;S26;2028;2028-Sem26;2028 - T2
28/06/2028;20280628;Mercredi;Juin;S26;2028;2028-Sem26;2028 - T2
29/06/2028;20280629;Jeudi;Juin;S26;2028;2028-Sem26;2028 - T2
30/06/2028;20280630;Vendredi;Juin;S26;2028;2028-Sem26;2028 - T2
01/07/2028;20280701;Samedi;Juillet;S26;2028;2028-Sem26;2028 - T3
02/07/2028;20280702;Dimanche;Juillet;S26;2028;2028-Sem26;2028 - T3
03/07/2028;20280703;Lundi;Juillet;S27;2028;2028-Sem27;2028 - T3
04/07/2028;20280704;Mardi;Juillet;S27;2028;2028-Sem27;2028 - T3
05/07/2028;20280705;Mercredi;Juillet;S27;2028;2028-Sem27;2028 - T3
06/07/2028;20280706;Jeudi;Juillet;S27;2028;2028-Sem27;2028 - T3
07/07/2028;20280707;Vendredi;Juillet;S27;2028;2028-Sem27;2028 - T3
08/07/2028;20280708;Samedi;Juillet;S27;2028;2028-Sem27;2028 - T3
09/07/2028;20280709;Dimanche;Juillet;S27;2028;2028-Sem27;2028 - T3
10/07/2028;20280710;Lundi;Juillet;S28;2028;2028-Sem28;2028 - T3
11/07/2028;20280711;Mardi;Juillet;S28;2028;2028-Sem28;2028 - T3
12/07/2028;20280712;Mercredi;Juillet;S28;2028;2028-Sem28;2028 - T3
13/07/2028;20280713;Jeudi;Juillet;S28;2028;2028-Sem28;2028 - T3
14/07/2028;20280714;Vendredi;Juillet;S28;2028;2028-Sem28;2028 - T3
15/07/2028;20280715;Samedi;Juillet;S28;2028;2028-Sem28;2028 - T3
16/07/2028;20280716;Dimanche;Juillet;S28;2028;2028-Sem28;2028 - T3
17/07/2028;20280717;Lundi;Juillet;S29;2028;2028-Sem29;2028 - T3
18/07/2028;20280718;Mardi;Juillet;S29;2028;2028-Sem29;2028 - T3
19/07/2028;20280719;Mercredi;Juillet;S29;2028;2028-Sem29;2028 - T3
20/07/2028;20280720;Jeudi;Juillet;S29;2028;2028-Sem29;2028 - T3
21/07/2028;20280721;Vendredi;Juillet;S29;2028;2028-Sem29;2028 - T3
22/07/2028;20280722;Samedi;Juillet;S29;2028;2028-Sem29;2028 - T3
23/07/2028;20280723;Dimanche;Juillet;S29;2028;2028-Sem29;2028 - T3
24/07/2028;20280724;Lundi;Juillet;S30;2028;2028-Sem30;2028 - T3
25/07/2028;20280725;Mardi;Juillet;S30;2028;2028-Sem30;2028 - T3
26/07/2028;20280726;Mercredi;Juillet;S30;2028;2028-Sem30;2028 - T3
27/07/2028;20280727;Jeudi;Juillet;S30;2028;2028-Sem30;2028 - T3
28/07/2028;20280728;Vendredi;Juillet;S30;2028;2028-Sem30;2028 - T3
29/07/2028;20280729;Samedi;Juillet;S30;2028;2028-Sem30;2028 - T3
30/07/2028;20280730;Dimanche;Juillet;S30;2028;2028-Sem30;2028 - T3
31/07/2028;20280731;Lundi;Juillet;S31;2028;2028-Sem31;2028 - T3
01/08/2028;20280801;Mardi;Août;S31;2028;2028-Sem31;2028 - T3
02/08/2028;20280802;Mercredi;Août;S31;2028;2028-Sem31;2028 - T3
03/08/2028;20280803;Jeudi;Août;S31;2028;2028-Sem31;2028 - T3
04/08/2028;20280804;Vendredi;Août;S31;2028;2028-Sem31;2028 - T3
05/08/2028;20280805;Samedi;Août;S31;2028;2028-Sem31;2028 - T3
06/08/2028;20280806;Dimanche;Août;S31;2028;2028-Sem31;2028 - T3
07/08/2028;20280807;Lundi;Août;S32;2028;2028-Sem32;2028 - T3
08/08/2028;20280808;Mardi;Août;S32;2028;2028-Sem32;2028 - T3
09/08/2028;20280809;Mercredi;Août;S32;2028;2028-Sem32;2028 - T3
10/08/2028;20280810;Jeudi;Août;S32;2028;2028-Sem32;2028 - T3
11/08/2028;20280811;Vendredi;Août;S32;2028;2028-Sem32;2028 - T3
12/08/2028;20280812;Samedi;Août;S32;2028;2028-Sem32;2028 - T3
13/08/2028;20280813;Dimanche;Août;S32;2028;2028-Sem32;2028 - T3
14/08/2028;20280814;Lundi;Août;S33;2028;2028-Sem33;2028 - T3
15/08/2028;20280815;Mardi;Août;S33;2028;2028-Sem33;2028 - T3
16/08/2028;20280816;Mercredi;Août;S33;2028;2028-Sem33;2028 - T3
17/08/2028;20280817;Jeudi;Août;S33;2028;2028-Sem33;2028 - T3
18/08/2028;20280818;Vendredi;Août;S33;2028;2028-Sem33;2028 - T3
19/08/2028;20280819;Samedi;Août;S33;2028;2028-Sem33;2028 - T3
20/08/2028;20280820;Dimanche;Août;S33;2028;2028-Sem33;2028 - T3
21/08/2028;20280821;Lundi;Août;S34;2028;2028-Sem34;2028 - T3
22/08/2028;20280822;Mardi;Août;S34;2028;2028-Sem34;2028 - T3
23/08/2028;20280823;Mercredi;Août;S34;2028;2028-Sem34;2028 - T3
24/08/2028;20280824;Jeudi;Août;S34;2028;2028-Sem34;2028 - T3
25/08/2028;20280825;Vendredi;Août;S34;2028;2028-Sem34;2028 - T3
26/08/2028;20280826;Samedi;Août;S34;2028;2028-Sem34;2028 - T3
27/08/2028;20280827;Dimanche;Août;S34;2028;2028-Sem34;2028 - T3
28/08/2028;20280828;Lundi;Août;S35;2028;2028-Sem35;2028 - T3
29/08/2028;20280829;Mardi;Août;S35;2028;2028-Sem35;2028 - T3
30/08/2028;20280830;Mercredi;Août;S35;2028;2028-Sem35;2028 - T3
31/08/2028;20280831;Jeudi;Août;S35;2028;2028-Sem35;2028 - T3
01/09/2028;20280901;Vendredi;Septembre;S35;2028;2028-Sem35;2028 - T3
02/09/2028;20280902;Samedi;Septembre;S35;2028;2028-Sem35;2028 - T3
03/09/2028;20280903;Dimanche;Septembre;S35;2028;2028-Sem35;2028 - T3
04/09/2028;20280904;Lundi;Septembre;S36;2028;2028-Sem36;2028 - T3
05/09/2028;20280905;Mardi;Septembre;S36;2028;2028-Sem36;2028 - T3
06/09/2028;20280906;Mercredi;Septembre;S36;2028;2028-Sem36;2028 - T3
07/09/2028;20280907;Jeudi;Septembre;S36;2028;2028-Sem36;2028 - T3
08/09/2028;20280908;Vendredi;Septembre;S36;2028;2028-Sem36;2028 - T3
09/09/2028;20280909;Samedi;Septembre;S36;2028;2028-Sem36;2028 - T3
10/09/2028;20280910;Dimanche;Septembre;S36;2028;2028-Sem36;2028 - T3
11/09/2028;20280911;Lundi;Septembre;S37;2028;2028-Sem37;2028 - T3
12/09/2028;20280912;Mardi;Septembre;S37;2028;2028-Sem37;2028 - T3
13/09/2028;20280913;Mercredi;Septembre;S37;2028;2028-Sem37;2028 - T3
14/09/2028;20280914;Jeudi;Septembre;S37;2028;2028-Sem37;2028 - T3
15/09/2028;20280915;Vendredi;Septembre;S37;2028;2028-Sem37;2028 - T3
16/09/2028;20280916;Samedi;Septembre;S37;2028;2028-Sem37;2028 - T3
17/09/2028;20280917;Dimanche;Septembre;S37;2028;2028-Sem37;2028 - T3
18/09/2028;20280918;Lundi;Septembre;S38;2028;2028-Sem38;2028 - T3
19/09/2028;20280919;Mardi;Septembre;S38;2028;2028-Sem38;2028 - T3
20/09/2028;20280920;Mercredi;Septembre;S38;2028;2028-Sem38;2028 - T3
21/09/2028;20280921;Jeudi;Septembre;S38;2028;2028-Sem38;2028 - T3
22/09/2028;20280922;Vendredi;Septembre;S38;2028;2028-Sem38;2028 - T3
23/09/2028;20280923;Samedi;Septembre;S38;2028;2028-Sem38;2028 - T3
24/09/2028;20280924;Dimanche;Septembre;S38;2028;2028-Sem38;2028 - T3
25/09/2028;20280925;Lundi;Septembre;S39;2028;2028-Sem39;2028 - T3
26/09/2028;20280926;Mardi;Septembre;S39;2028;2028-Sem39;2028 - T3
27/09/2028;20280927;Mercredi;Septembre;S39;2028;2028-Sem39;2028 - T3
28/09/2028;20280928;Jeudi;Septembre;S39;2028;2028-Sem39;2028 - T3
29/09/2028;20280929;Vendredi;Septembre;S39;2028;2028-Sem39;2028 - T3
30/09/2028;20280930;Samedi;Septembre;S39;2028;2028-Sem39;2028 - T3
01/10/2028;20281001;Dimanche;Octobre;S39;2028;2028-Sem39;2028 - T4
02/10/2028;20281002;Lundi;Octobre;S40;2028;2028-Sem40;2028 - T4
03/10/2028;20281003;Mardi;Octobre;S40;2028;2028-Sem40;2028 - T4
04/10/2028;20281004;Mercredi;Octobre;S40;2028;2028-Sem40;2028 - T4
05/10/2028;20281005;Jeudi;Octobre;S40;2028;2028-Sem40;2028 - T4
06/10/2028;20281006;Vendredi;Octobre;S40;2028;2028-Sem40;2028 - T4
07/10/2028;20281007;Samedi;Octobre;S40;2028;2028-Sem40;2028 - T4
08/10/2028;20281008;Dimanche;Octobre;S40;2028;2028-Sem40;2028 - T4
09/10/2028;20281009;Lundi;Octobre;S41;2028;2028-Sem41;2028 - T4
10/10/2028;20281010;Mardi;Octobre;S41;2028;2028-Sem41;2028 - T4
11/10/2028;20281011;Mercredi;Octobre;S41;2028;2028-Sem41;2028 - T4
12/10/2028;20281012;Jeudi;Octobre;S41;2028;2028-Sem41;2028 - T4
13/10/2028;20281013;Vendredi;Octobre;S41;2028;2028-Sem41;2028 - T4
14/10/2028;20281014;Samedi;Octobre;S41;2028;2028-Sem41;2028 - T4
15/10/2028;20281015;Dimanche;Octobre;S41;2028;2028-Sem41;2028 - T4
16/10/2028;20281016;Lundi;Octobre;S42;2028;2028-Sem42;2028 - T4
17/10/2028;20281017;Mardi;Octobre;S42;2028;2028-Sem42;2028 - T4
18/10/2028;20281018;Mercredi;Octobre;S42;2028;2028-Sem42;2028 - T4
19/10/2028;20281019;Jeudi;Octobre;S42;2028;2028-Sem42;2028 - T4
20/10/2028;20281020;Vendredi;Octobre;S42;2028;2028-Sem42;2028 - T4
21/10/2028;20281021;Samedi;Octobre;S42;2028;2028-Sem42;2028 - T4
22/10/2028;20281022;Dimanche;Octobre;S42;2028;2028-Sem42;2028 - T4
23/10/2028;20281023;Lundi;Octobre;S43;2028;2028-Sem43;2028 - T4
24/10/2028;20281024;Mardi;Octobre;S43;2028;2028-Sem43;2028 - T4
25/10/2028;20281025;Mercredi;Octobre;S43;2028;2028-Sem43;2028 - T4
26/10/2028;20281026;Jeudi;Octobre;S43;2028;2028-Sem43;2028 - T4
27/10/2028;20281027;Vendredi;Octobre;S43;2028;2028-Sem43;2028 - T4
28/10/2028;20281028;Samedi;Octobre;S43;2028;2028-Sem43;2028 - T4
29/10/2028;20281029;Dimanche;Octobre;S43;2028;2028-Sem43;2028 - T4
30/10/2028;20281030;Lundi;Octobre;S44;2028;2028-Sem44;2028 - T4
31/10/2028;20281031;Mardi;Octobre;S44;2028;2028-Sem44;2028 - T4
01/11/2028;20281101;Mercredi;Novembre;S44;2028;2028-Sem44;2028 - T4
02/11/2028;20281102;Jeudi;Novembre;S44;2028;2028-Sem44;2028 - T4
03/11/2028;20281103;Vendredi;Novembre;S44;2028;2028-Sem44;2028 - T4
04/11/2028;20281104;Samedi;Novembre;S44;2028;2028-Sem44;2028 - T4
05/11/2028;20281105;Dimanche;Novembre;S44;2028;2028-Sem44;2028 - T4
06/11/2028;20281106;Lundi;Novembre;S45;2028;2028-Sem45;2028 - T4
07/11/2028;20281107;Mardi;Novembre;S45;2028;2028-Sem45;2028 - T4
08/11/2028;20281108;Mercredi;Novembre;S45;2028;2028-Sem45;2028 - T4
09/11/2028;20281109;Jeudi;Novembre;S45;2028;2028-Sem45;2028 - T4
10/11/2028;20281110;Vendredi;Novembre;S45;2028;2028-Sem45;2028 - T4
11/11/2028;20281111;Samedi;Novembre;S45;2028;2028-Sem45;2028 - T4
12/11/2028;20281112;Dimanche;Novembre;S45;2028;2028-Sem45;2028 - T4
13/11/2028;20281113;Lundi;Novembre;S46;2028;2028-Sem46;2028 - T4
14/11/2028;20281114;Mardi;Novembre;S46;2028;2028-Sem46;2028 - T4
15/11/2028;20281115;Mercredi;Novembre;S46;2028;2028-Sem46;2028 - T4
16/11/2028;20281116;Jeudi;Novembre;S46;2028;2028-Sem46;2028 - T4
17/11/2028;20281117;Vendredi;Novembre;S46;2028;2028-Sem46;2028 - T4
18/11/2028;20281118;Samedi;Novembre;S46;2028;2028-Sem46;2028 - T4
19/11/2028;20281119;Dimanche;Novembre;S46;2028;2028-Sem46;2028 - T4
20/11/2028;20281120;Lundi;Novembre;S47;2028;2028-Sem47;2028 - T4
21/11/2028;20281121;Mardi;Novembre;S47;2028;2028-Sem47;2028 - T4
22/11/2028;20281122;Mercredi;Novembre;S47;2028;2028-Sem47;2028 - T4
23/11/2028;20281123;Jeudi;Novembre;S47;2028;2028-Sem47;2028 - T4
24/11/2028;20281124;Vendredi;Novembre;S47;2028;2028-Sem47;2028 - T4
25/11/2028;20281125;Samedi;Novembre;S47;2028;2028-Sem47;2028 - T4
26/11/2028;20281126;Dimanche;Novembre;S47;2028;2028-Sem47;2028 - T4
27/11/2028;20281127;Lundi;Novembre;S48;2028;2028-Sem48;2028 - T4
28/11/2028;20281128;Mardi;Novembre;S48;2028;2028-Sem48;2028 - T4
29/11/2028;20281129;Mercredi;Novembre;S48;2028;2028-Sem48;2028 - T4
30/11/2028;20281130;Jeudi;Novembre;S48;2028;2028-Sem48;2028 - T4
01/12/2028;20281201;Vendredi;Décembre;S48;2028;2028-Sem48;2028 - T4
02/12/2028;20281202;Samedi;Décembre;S48;2028;2028-Sem48;2028 - T4
03/12/2028;20281203;Dimanche;Décembre;S48;2028;2028-Sem48;2028 - T4
04/12/2028;20281204;Lundi;Décembre;S49;2028;2028-Sem49;2028 - T4
05/12/2028;20281205;Mardi;Décembre;S49;2028;2028-Sem49;2028 - T4
06/12/2028;20281206;Mercredi;Décembre;S49;2028;2028-Sem49;2028 - T4
07/12/2028;20281207;Jeudi;Décembre;S49;2028;2028-Sem49;2028 - T4
08/12/2028;20281208;Vendredi;Décembre;S49;2028;2028-Sem49;2028 - T4
09/12/2028;20281209;Samedi;Décembre;S49;2028;2028-Sem49;2028 - T4
10/12/2028;20281210;Dimanche;Décembre;S49;2028;2028-Sem49;2028 - T4
11/12/2028;20281211;Lundi;Décembre;S50;2028;2028-Sem50;2028 - T4
12/12/2028;20281212;Mardi;Décembre;S50;2028;2028-Sem50;2028 - T4
13/12/2028;20281213;Mercredi;Décembre;S50;2028;2028-Sem50;2028 - T4
14/12/2028;20281214;Jeudi;Décembre;S50;2028;2028-Sem50;2028 - T4
15/12/2028;20281215;Vendredi;Décembre;S50;2028;2028-Sem50;2028 - T4
16/12/2028;20281216;Samedi;Décembre;S50;2028;2028-Sem50;2028 - T4
17/12/2028;20281217;Dimanche;Décembre;S50;2028;2028-Sem50;2028 - T4
18/12/2028;20281218;Lundi;Décembre;S51;2028;2028-Sem51;2028 - T4
19/12/2028;20281219;Mardi;Décembre;S51;2028;2028-Sem51;2028 - T4
20/12/2028;20281220;Mercredi;Décembre;S51;2028;2028-Sem51;2028 - T4
21/12/2028;20281221;Jeudi;Décembre;S51;2028;2028-Sem51;2028 - T4
22/12/2028;20281222;Vendredi;Décembre;S51;2028;2028-Sem51;2028 - T4
23/12/2028;20281223;Samedi;Décembre;S51;2028;2028-Sem51;2028 - T4
24/12/2028;20281224;Dimanche;Décembre;S51;2028;2028-Sem51;2028 - T4
25/12/2028;20281225;Lundi;Décembre;S52;2028;2028-Sem52;2028 - T4
26/12/2028;20281226;Mardi;Décembre;S52;2028;2028-Sem52;2028 - T4
27/12/2028;20281227;Mercredi;Décembre;S52;2028;2028-Sem52;2028 - T4
28/12/2028;20281228;Jeudi;Décembre;S52;2028;2028-Sem52;2028 - T4
29/12/2028;20281229;Vendredi;Décembre;S52;2028;2028-Sem52;2028 - T4
30/12/2028;20281230;Samedi;Décembre;S52;2028;2028-Sem52;2028 - T4
31/12/2028;20281231;Dimanche;Décembre;S52;2028;2028-Sem52;2028 - T4
01/01/2029;20290101;Lundi;Janvier;S01;2029;2029-Sem01;2029 - T1
02/01/2029;20290102;Mardi;Janvier;S01;2029;2029-Sem01;2029 - T1
03/01/2029;20290103;Mercredi;Janvier;S01;2029;2029-Sem01;2029 - T1
04/01/2029;20290104;Jeudi;Janvier;S01;2029;2029-Sem01;2029 - T1
05/01/2029;20290105;Vendredi;Janvier;S01;2029;2029-Sem01;2029 - T1
06/01/2029;20290106;Samedi;Janvier;S01;2029;2029-Sem01;2029 - T1
07/01/2029;20290107;Dimanche;Janvier;S01;2029;2029-Sem01;2029 - T1
08/01/2029;20290108;Lundi;Janvier;S02;2029;2029-Sem02;2029 - T1
